C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_028.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_028.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_028.jpg,0,1,0,12.7393
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_193.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_193.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_193.jpg,0,1,0,14.08627
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_294.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_294.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_294.jpg,0,0.6857731,0,15.24949
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_382.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_382.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_382.jpg,-0.25,0.3891113,0,15.39975
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_467.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_467.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_467.jpg,-0.5000001,0.1182956,0,15.72691
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_599.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_599.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_599.jpg,-0.1,0,0,15.07812
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_654.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_654.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_654.jpg,-0.3,0,0,14.95775
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_762.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_762.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_762.jpg,0,0,0,15.32602
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_864.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_864.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_864.jpg,0,0,0,14.66491
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_27_972.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_27_972.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_27_972.jpg,0,0,0,14.48696
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_080.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_080.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_080.jpg,-0.25,0,0,14.81914
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_190.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_190.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_190.jpg,-0.5000001,0,0,14.08874
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_302.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_302.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_302.jpg,-0.8000001,0,0,13.74019
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_415.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_415.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_415.jpg,0,0,0,13.97182
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_515.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_515.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_515.jpg,-0.15,0,0,13.79435
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_620.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_620.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_620.jpg,-0.4,0,0,13.04628
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_744.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_744.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_744.jpg,-0.7,0,0,12.76237
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_867.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_867.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_867.jpg,-0.9500002,0,0,12.96952
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_28_983.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_28_983.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_28_983.jpg,-1,0,0,12.66799
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_128.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_128.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_128.jpg,0,0,0,11.86458
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_204.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_204.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_204.jpg,0,0,0,11.65275
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_269.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_269.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_269.jpg,0,0,0,11.50498
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_350.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_350.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_350.jpg,0,0.2804379,0,11.6715
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_437.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_437.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_437.jpg,0,0.5398026,0,12.41686
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_513.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_513.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_513.jpg,0,0.5098395,0,12.68345
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_607.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_607.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_607.jpg,-0.1,0.2266057,0,13.03945
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_720.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_720.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_720.jpg,0,0,0,12.93844
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_823.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_823.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_823.jpg,0,0,0,12.46881
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_29_934.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_29_934.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_29_934.jpg,0,0,0,12.31665
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_044.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_044.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_044.jpg,0,0.1762455,0,12.61611
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_151.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_151.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_151.jpg,0,0.4839633,0,12.701
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_276.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_276.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_276.jpg,0,0.8531625,0,13.86419
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_386.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_386.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_386.jpg,0,1,0,15.35975
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_493.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_493.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_493.jpg,0,1,0,16.21651
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_585.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_585.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_585.jpg,0,1,0,17.46822
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_655.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_655.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_655.jpg,0,1,0,17.90699
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_769.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_769.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_769.jpg,0,1,0,19.16338
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_862.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_862.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_862.jpg,0,1,0,20.30338
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_30_970.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_30_970.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_30_970.jpg,0,1,0,21.22309
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_091.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_091.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_091.jpg,0,0.8229112,0,22.34155
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_204.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_204.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_204.jpg,0,0.4833556,0,22.93606
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_315.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_315.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_315.jpg,0,0.1485379,0,23.03956
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_438.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_438.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_438.jpg,-0.15,0,0,22.76925
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_547.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_547.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_547.jpg,0,0,0,22.45285
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_667.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_667.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_667.jpg,0,0,0,22.17945
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_836.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_836.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_836.jpg,0,0,0,21.81436
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_31_950.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_31_950.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_31_950.jpg,-0.3,0,0,21.5102
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_096.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_096.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_096.jpg,-0.2,0,0,21.19303
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_204.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_204.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_204.jpg,0,0,0,20.88772
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_299.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_299.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_299.jpg,-0.15,0,0,20.67052
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_382.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_382.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_382.jpg,0,0,0,20.49996
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_450.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_450.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_450.jpg,-0.15,0,0,20.37251
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_555.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_555.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_555.jpg,-0.4,0,0,20.09307
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_663.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_663.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_663.jpg,-0.15,0,0,19.82071
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_767.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_767.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_767.jpg,0,0,0,19.66121
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_874.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_874.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_874.jpg,-0.25,0,0,19.37087
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_32_975.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_32_975.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_32_975.jpg,-0.5000001,0,0,19.09635
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_081.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_081.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_081.jpg,0,0,0,18.83696
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_192.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_192.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_192.jpg,-0.25,0,0,18.58636
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_301.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_301.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_301.jpg,-0.5500001,0,0,18.22882
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_410.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_410.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_410.jpg,-0.8000001,0,0,17.95724
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_540.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_540.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_540.jpg,-1,0,0,17.23913
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_647.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_647.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_647.jpg,-0.15,0,0,17.08939
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_752.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_752.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_752.jpg,-0.35,0,0,16.94353
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_842.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_842.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_842.jpg,0,0,0,16.69622
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_33_948.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_33_948.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_33_948.jpg,0,0,0,16.43513
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_056.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_056.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_056.jpg,-0.1,0,0,16.28732
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_172.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_172.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_172.jpg,0,0,0,16.0767
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_266.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_266.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_266.jpg,-0.15,0,0,15.8988
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_384.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_384.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_384.jpg,0,0,0,15.73345
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_472.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_472.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_472.jpg,0,0.3037056,0,15.78271
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_617.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_617.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_617.jpg,0,0.6605814,0,16.51075
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_696.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_696.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_696.jpg,0,0.9233574,0,17.25505
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_807.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_807.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_807.jpg,0,1,0,18.55313
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_883.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_883.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_883.jpg,0,1,0,19.3862
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_34_985.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_34_985.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_34_985.jpg,0,1,0,20.51577
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_082.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_082.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_082.jpg,0,1,0,21.43492
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_191.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_191.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_191.jpg,0,1,0,22.47913
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_280.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_280.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_280.jpg,0,1,0,23.43725
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_376.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_376.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_376.jpg,0,1,0,24.21921
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_481.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_481.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_481.jpg,0,1,0,25.37224
C:\Users\Atilla\Desktop\IMG\center_2021_07_04_19_09_35_593.jpg,C:\Users\Atilla\Desktop\IMG\left_2021_07_04_19_09_35_593.jpg,C:\Users\Atilla\Desktop\IMG\right_2021_07_04_19_09_35_593.jpg,0,1,0,26.32529
